Customer ID,Region,Date Joined,Balance
100000128,England,04/01/15,4347.79
100000129,England,04/01/15,15093.04
100000130,England,04/01/15,27738.77
100000131,England,04/01/15,27557.08
100000132,England,04/01/15,9578.65
100000133,England,04/02/15,40456.97
100000134,England,04/02/15,44744.24
100000135,England,04/02/15,56652.56
100000136,England,04/02/15,12994.18
100000137,England,04/02/15,42207.46
100000138,England,04/02/15,10704.25
100000139,England,04/02/15,57140.07
200000140,Scotland,04/02/15,40510.36
100000141,England,04/03/15,36584.21
100000142,England,04/03/15,10249.56
100000143,England,04/03/15,40379.31
100000144,England,04/03/15,4539.24
100000145,England,04/04/15,89120.92
100000146,England,04/05/15,51707.8
100000147,England,04/05/15,4940.82
100000148,England,04/05/15,48405.93
100000149,England,04/05/15,32467.1
100000150,England,04/05/15,4020.51
100000151,England,04/05/15,5160.27
100000152,England,04/05/15,51576.88
100000153,England,04/05/15,57019.91
100000154,England,04/05/15,57365.32
100000155,England,04/05/15,1455.6
100000156,England,04/05/15,36256.2
100000157,England,04/05/15,24927.39
100000158,England,04/05/15,1009.69
100000159,England,04/05/15,21871.43
100000160,England,04/05/15,7602.94
100000161,England,04/05/15,2337
100000162,England,04/05/15,61541.83
100000163,England,04/05/15,4120.66
200000164,Scotland,04/05/15,67524.87
200000165,Scotland,04/05/15,4371.98
200000166,Scotland,04/05/15,10229.63
300000167,Wales,04/05/15,19064.65
300000168,Wales,04/05/15,30846.82
100000169,England,04/06/15,71396.66
100000170,England,04/06/15,3290.79
100000171,England,04/06/15,13181.22
100000172,England,04/06/15,62923.29
100000173,England,04/06/15,93353.93
100000174,England,04/06/15,46078.71
100000175,England,04/06/15,15986.62
100000176,England,04/06/15,27384.85
100000177,England,04/06/15,70349.32
100000178,England,04/06/15,60748.04
100000179,England,04/06/15,52862.29
400000180,Northern Ireland,04/06/15,20516.51
100000181,England,04/07/15,99806.54
100000182,England,04/07/15,21236.23
100000183,England,04/07/15,115312.87
100000184,England,04/07/15,80564.87
100000185,England,04/07/15,21351.4
200000186,Scotland,04/07/15,58953.83
100000187,England,04/08/15,40685.39
100000188,England,04/08/15,22659.88
100000189,England,04/08/15,9431.04
100000190,England,04/08/15,58714.66
200000191,Scotland,04/08/15,1239.6
100000192,England,04/09/15,48396.17
100000193,England,04/10/15,12283.3
100000194,England,04/10/15,29331.41
100000195,England,04/10/15,16390.11
100000196,England,04/10/15,87203.66
100000197,England,04/11/15,3141.6
100000198,England,04/11/15,2299.26
100000199,England,04/11/15,44162.06
100000200,England,04/11/15,90868.86
100000201,England,04/12/15,37985.15
100000202,England,04/12/15,54630.38
100000203,England,04/12/15,60648.52
100000204,England,04/12/15,18894.19
100000205,England,04/12/15,79603.36
100000206,England,04/12/15,109026.81
100000207,England,04/12/15,73998.37
100000208,England,04/12/15,3734.24
100000209,England,04/12/15,23322.33
200000210,Scotland,04/12/15,64482.16
100000211,England,4/13/2015,52505.16
100000212,England,4/13/2015,16569.82
100000213,England,4/13/2015,21065.22
100000214,England,4/13/2015,13487.9
100000215,England,4/13/2015,34338.84
100000216,England,4/13/2015,48146.54
100000217,England,4/13/2015,27008.87
100000218,England,4/14/2015,29907.72
100000219,England,4/14/2015,31660.86
100000220,England,4/14/2015,33509.17
100000221,England,4/14/2015,2575.63
100000222,England,4/14/2015,4072.58
100000223,England,4/14/2015,15375.41
100000224,England,4/14/2015,18103.72
100000225,England,4/14/2015,63230.57
100000226,England,4/14/2015,9875.43
100000227,England,4/15/2015,106172.13
100000228,England,4/15/2015,4611.5
100000229,England,4/15/2015,42635.27
100000230,England,4/15/2015,51923.76
100000231,England,4/15/2015,39249.25
100000232,England,4/15/2015,57762.79
100000233,England,4/16/2015,63869.71
100000234,England,4/16/2015,10199.66
100000235,England,4/16/2015,47518.92
100000236,England,4/16/2015,25542.15
100000237,England,4/16/2015,23887.45
300000238,Wales,4/16/2015,39264.03
100000239,England,4/17/2015,11880.47
100000240,England,4/17/2015,50658.95
100000241,England,4/17/2015,14946.79
100000242,England,4/17/2015,57148.41
100000243,England,4/17/2015,116144.95
100000244,England,4/17/2015,45135.16
100000245,England,4/17/2015,9867.56
100000246,England,4/17/2015,4442.71
100000247,England,4/17/2015,14380.27
100000248,England,4/17/2015,4263.53
100000249,England,4/17/2015,32667.33
100000250,England,4/17/2015,13407.54
100000251,England,4/17/2015,57127.03
100000252,England,4/17/2015,74588.31
100000253,England,4/17/2015,41237.66
100000254,England,4/17/2015,20276.52
100000255,England,4/17/2015,20379
200000256,Scotland,4/17/2015,29487.25
200000257,Scotland,4/17/2015,79483.58
200000258,Scotland,4/17/2015,2112.92
200000259,Scotland,4/17/2015,18160.49
200000260,Scotland,4/17/2015,26059.74
200000261,Scotland,4/17/2015,19177.31
200000262,Scotland,4/17/2015,23550.89
200000263,Scotland,4/17/2015,87758.52
200000264,Scotland,4/17/2015,10577.52
200000265,Scotland,4/17/2015,45213.63
200000266,Scotland,4/17/2015,13162.58
200000267,Scotland,4/17/2015,36993.45
300000268,Wales,4/17/2015,67180.28
300000269,Wales,4/17/2015,44094.63
300000270,Wales,4/17/2015,27020.99
300000271,Wales,4/17/2015,28912.8
400000272,Northern Ireland,4/17/2015,48997.63
100000273,England,4/18/2015,41250.67
100000274,England,4/18/2015,111818.28
100000275,England,4/19/2015,10114.95
100000276,England,4/19/2015,14034.12
100000277,England,4/19/2015,57574.38
100000278,England,4/19/2015,71596.18
100000279,England,4/19/2015,32187.62
100000280,England,4/19/2015,717.13
100000281,England,4/19/2015,103875.81
100000282,England,4/20/2015,70403.65
100000283,England,4/20/2015,12559.26
100000284,England,4/20/2015,7136.47
100000285,England,4/21/2015,51792.13
100000286,England,4/21/2015,96203.49
100000287,England,4/21/2015,64731.46
100000288,England,4/21/2015,37857
100000289,England,4/22/2015,51470.09
100000290,England,4/22/2015,70357.61
100000291,England,4/22/2015,5470.79
100000292,England,4/22/2015,25248.37
100000293,England,4/22/2015,65116.98
100000294,England,4/22/2015,23668.42
200000295,Scotland,4/22/2015,16423.75
100000296,England,4/23/2015,50533.23
100000297,England,4/23/2015,152.91
100000298,England,4/23/2015,14758.38
100000299,England,4/23/2015,14730.54
200000300,Scotland,4/23/2015,64309.53
200000301,Scotland,4/23/2015,99190.79
300000302,Wales,4/23/2015,13597.9
100000303,England,4/24/2015,122903.78
100000304,England,4/24/2015,30474.69
100000305,England,4/24/2015,8802.24
100000306,England,4/24/2015,60487.89
100000307,England,4/24/2015,2457.4
100000308,England,4/24/2015,33311.31
100000309,England,4/24/2015,21296.27
100000310,England,4/24/2015,60876.78
100000311,England,4/25/2015,26572.16
100000312,England,4/25/2015,21150.98
100000313,England,4/26/2015,65947.69
100000314,England,4/26/2015,86849.17
100000315,England,4/26/2015,7336.33
100000316,England,4/26/2015,5611.36
100000317,England,4/26/2015,43790.83
100000318,England,4/27/2015,1537.23
100000319,England,4/27/2015,23015.54
100000320,England,4/27/2015,42984.36
100000321,England,4/27/2015,67809.29
100000322,England,4/27/2015,35117.34
100000323,England,4/27/2015,45045.19
100000324,England,4/27/2015,33113.21
100000325,England,4/28/2015,41080.73
100000326,England,4/28/2015,71637.04
100000327,England,4/28/2015,7463.59
100000328,England,4/28/2015,2016.84
100000329,England,4/28/2015,12405.07
100000330,England,4/28/2015,19933.38
100000331,England,4/28/2015,50015.54
100000332,England,4/28/2015,24709.89
200000333,Scotland,4/28/2015,15859.07
100000334,England,4/29/2015,41128.52
100000335,England,4/29/2015,7583.72
100000336,England,4/29/2015,25132.97
100000337,England,4/29/2015,70526.58
100000338,England,4/29/2015,31273.66
200000339,Scotland,4/29/2015,33008.01
300000340,Wales,4/29/2015,1488.04
100000341,England,4/30/2015,4507.91
100000342,England,4/30/2015,18433.59
100000343,England,4/30/2015,30907.61
100000344,England,4/30/2015,58807.73
100000345,England,4/30/2015,10174.7
100000346,England,05/02/15,20570.41
200000347,Scotland,05/02/15,70950.09
200000348,Scotland,05/02/15,27842.09
200000349,Scotland,05/02/15,60036.51
200000350,Scotland,05/02/15,31920.69
300000351,Wales,05/02/15,48457.2
200000352,Scotland,05/03/15,90573.15
200000353,Scotland,05/03/15,6416.8
200000354,Scotland,05/03/15,13414.22
200000355,Scotland,05/03/15,10950.36
200000356,Scotland,05/03/15,17740.51
300000357,Wales,05/03/15,18106.22
300000358,Wales,05/03/15,6729.3
400000359,Northern Ireland,05/03/15,65798.4
100000360,England,05/04/15,8118.3
200000361,Scotland,05/04/15,68256.88
200000362,Scotland,05/04/15,107185.54
200000363,Scotland,05/04/15,24064.3
300000364,Wales,05/04/15,5654.34
300000365,Wales,05/04/15,65204.55
300000366,Wales,05/04/15,17495.5
300000367,Wales,05/04/15,18897.91
400000368,Northern Ireland,05/04/15,62299.63
100000369,England,05/05/15,40010.06
200000370,Scotland,05/05/15,53342.1
200000371,Scotland,05/05/15,6288.73
200000372,Scotland,05/05/15,20205.92
200000373,Scotland,05/05/15,16549.43
300000374,Wales,05/05/15,94786.37
300000375,Wales,05/05/15,47772.44
400000376,Northern Ireland,05/05/15,44349.72
100000377,England,05/06/15,9119.52
100000378,England,05/06/15,311.26
100000379,England,05/06/15,19744.49
100000380,England,05/06/15,48712.33
100000381,England,05/06/15,13162.58
100000382,England,05/06/15,53204.35
100000383,England,05/06/15,67428.15
200000384,Scotland,05/06/15,12088.72
200000385,Scotland,05/06/15,28710.54
200000386,Scotland,05/06/15,36923.01
200000387,Scotland,05/06/15,40540.01
200000388,Scotland,05/06/15,23001.06
200000389,Scotland,05/06/15,11418.92
200000390,Scotland,05/06/15,16431.17
200000391,Scotland,05/06/15,56557.11
300000392,Wales,05/06/15,25290.08
300000393,Wales,05/06/15,109225.68
300000394,Wales,05/06/15,41572.1
300000395,Wales,05/06/15,4820.58
400000396,Northern Ireland,05/06/15,23059.56
400000397,Northern Ireland,05/06/15,61911.69
400000398,Northern Ireland,05/06/15,36603.02
400000399,Northern Ireland,05/06/15,20060.1
100000400,England,05/07/15,2423.46
100000401,England,05/07/15,51459.45
100000402,England,05/07/15,13621.48
100000403,England,05/07/15,84925.13
100000404,England,05/07/15,120732.35
100000405,England,05/07/15,23722.37
200000406,Scotland,05/07/15,39343.24
200000407,Scotland,05/07/15,23703.79
200000408,Scotland,05/07/15,26811.22
300000409,Wales,05/07/15,19287.92
300000410,Wales,05/07/15,50621.67
300000411,Wales,05/07/15,97120.48
100000412,England,05/08/15,6507.7
100000413,England,05/08/15,38590.44
200000414,Scotland,05/08/15,8313.86
200000415,Scotland,05/08/15,35076.06
200000416,Scotland,05/08/15,64383.55
200000417,Scotland,05/08/15,31821.23
300000418,Wales,05/08/15,9667.85
400000419,Northern Ireland,05/08/15,1905.46
100000420,England,05/09/15,4285.6
100000421,England,05/09/15,5357.39
100000422,England,05/09/15,8245.73
100000423,England,05/09/15,60406.61
200000424,Scotland,05/09/15,67540.82
200000425,Scotland,05/09/15,34870.84
200000426,Scotland,05/09/15,40918.44
300000427,Wales,05/09/15,65526.26
300000428,Wales,05/09/15,20738.67
300000429,Wales,05/09/15,34401.95
300000430,Wales,05/09/15,20774.79
400000431,Northern Ireland,05/09/15,743.29
400000432,Northern Ireland,05/09/15,4287.78
400000433,Northern Ireland,05/09/15,23871.79
400000434,Northern Ireland,05/09/15,2437.23
100000435,England,05/10/15,15042.08
100000436,England,05/10/15,77908.67
100000437,England,05/10/15,6459.02
200000438,Scotland,05/10/15,1860.46
300000439,Wales,05/10/15,3209.28
300000440,Wales,05/10/15,32658.92
400000441,Northern Ireland,05/10/15,60338.07
400000442,Northern Ireland,05/10/15,72810.9
100000443,England,05/11/15,107287.71
100000444,England,05/11/15,18907.19
100000445,England,05/11/15,44996.7
100000446,England,05/11/15,66791.82
200000447,Scotland,05/11/15,76071.15
200000448,Scotland,05/11/15,21536.61
400000449,Northern Ireland,05/11/15,41273.45
400000450,Northern Ireland,05/11/15,2838.91
100000451,England,05/12/15,10303.92
100000452,England,05/12/15,15488.15
100000453,England,05/12/15,17253.97
100000454,England,05/12/15,22143.77
100000455,England,05/12/15,1760.36
100000456,England,05/12/15,28034.11
200000457,Scotland,05/12/15,18739.74
200000458,Scotland,05/12/15,34640.4
200000459,Scotland,05/12/15,57551.21
200000460,Scotland,05/12/15,18720.84
200000461,Scotland,05/12/15,29971.21
200000462,Scotland,05/12/15,6967.51
200000463,Scotland,05/12/15,131848.63
200000464,Scotland,05/12/15,26601.44
200000465,Scotland,05/12/15,48457.47
300000466,Wales,05/12/15,83260.18
300000467,Wales,05/12/15,1291.01
300000468,Wales,05/12/15,64149.12
300000469,Wales,05/12/15,64271.06
400000470,Northern Ireland,05/12/15,14890.26
400000471,Northern Ireland,05/12/15,27867.83
400000472,Northern Ireland,05/12/15,58442.19
400000473,Northern Ireland,05/12/15,36854.57
400000474,Northern Ireland,05/12/15,66642.91
100000475,England,5/13/2015,101697.71
100000476,England,5/13/2015,30862.64
100000477,England,5/13/2015,36911.96
100000478,England,5/13/2015,9069.47
200000479,Scotland,5/13/2015,41525.24
200000480,Scotland,5/13/2015,25671.22
200000481,Scotland,5/13/2015,74211.7
200000482,Scotland,5/13/2015,19032.02
200000483,Scotland,5/13/2015,18970.24
200000484,Scotland,5/13/2015,6572.36
200000485,Scotland,5/13/2015,72492.49
200000486,Scotland,5/13/2015,19641.85
300000487,Wales,5/13/2015,30972.98
400000488,Northern Ireland,5/13/2015,38769.69
100000489,England,5/14/2015,80877.94
200000490,Scotland,5/14/2015,71689.7
200000491,Scotland,5/14/2015,14557.62
200000492,Scotland,5/14/2015,18144.44
200000493,Scotland,5/14/2015,127883.17
300000494,Wales,5/14/2015,74390.3
300000495,Wales,5/14/2015,8257.16
300000496,Wales,5/14/2015,21688.92
400000497,Northern Ireland,5/14/2015,5789.63
100000498,England,5/15/2015,9178.75
100000499,England,5/15/2015,36354.73
100000500,England,5/15/2015,44609.05
100000501,England,5/15/2015,47360.61
100000502,England,5/15/2015,58142.21
200000503,Scotland,5/15/2015,920.31
200000504,Scotland,5/15/2015,16320.71
200000505,Scotland,5/15/2015,35821.21
200000506,Scotland,5/15/2015,15708.72
200000507,Scotland,5/15/2015,85973.68
200000508,Scotland,5/15/2015,15438.53
300000509,Wales,5/15/2015,54685.83
300000510,Wales,5/15/2015,36638.21
300000511,Wales,5/15/2015,40918.08
300000512,Wales,5/15/2015,45944.18
400000513,Northern Ireland,5/15/2015,4672.75
400000514,Northern Ireland,5/15/2015,63602.12
400000515,Northern Ireland,5/15/2015,93357.28
400000516,Northern Ireland,5/15/2015,23358.95
400000517,Northern Ireland,5/15/2015,6456.6
100000518,England,5/16/2015,64233.87
100000519,England,5/16/2015,70407.91
100000520,England,5/16/2015,29385.08
100000521,England,5/16/2015,27124.28
200000522,Scotland,5/16/2015,33345.11
200000523,Scotland,5/16/2015,92328.66
300000524,Wales,5/16/2015,145995.97
300000525,Wales,5/16/2015,56584.82
300000526,Wales,5/16/2015,57702.39
300000527,Wales,5/16/2015,43353.84
300000528,Wales,5/16/2015,34170.61
300000529,Wales,5/16/2015,51952.49
300000530,Wales,5/16/2015,73513.79
300000531,Wales,5/16/2015,51109.71
200000532,Scotland,5/17/2015,9531.85
200000533,Scotland,5/17/2015,20740.75
200000534,Scotland,5/17/2015,6273.93
200000535,Scotland,5/17/2015,399.51
200000536,Scotland,5/17/2015,18486.67
200000537,Scotland,5/17/2015,12726.77
200000538,Scotland,5/17/2015,61035.44
300000539,Wales,5/17/2015,80752.64
400000540,Northern Ireland,5/17/2015,121133.06
400000541,Northern Ireland,5/17/2015,6133.35
100000542,England,5/18/2015,57538.47
100000543,England,5/18/2015,46422.42
100000544,England,5/18/2015,73217.9
100000545,England,5/18/2015,88072.23
100000546,England,5/18/2015,10816.33
100000547,England,5/18/2015,7924.91
200000548,Scotland,5/18/2015,10013.03
200000549,Scotland,5/18/2015,35657.25
300000550,Wales,5/18/2015,2872.93
300000551,Wales,5/18/2015,7709.87
300000552,Wales,5/18/2015,40078.58
300000553,Wales,5/18/2015,53715.28
400000554,Northern Ireland,5/18/2015,32940.49
400000555,Northern Ireland,5/18/2015,14606.14
400000556,Northern Ireland,5/18/2015,28388.7
400000557,Northern Ireland,5/18/2015,21191.04
100000558,England,5/19/2015,26577.07
100000559,England,5/19/2015,15376.5
100000560,England,5/19/2015,46243.31
100000561,England,5/19/2015,65904.54
100000562,England,5/19/2015,23502.2
100000563,England,5/19/2015,76378.23
100000564,England,5/19/2015,12420.86
100000565,England,5/19/2015,21282.52
100000566,England,5/19/2015,7483.28
100000567,England,5/19/2015,27284.36
100000568,England,5/19/2015,66567.28
100000569,England,5/19/2015,73357.86
100000570,England,5/19/2015,35679.31
100000571,England,5/19/2015,79744.7
100000572,England,5/19/2015,72742.52
100000573,England,5/19/2015,45176.14
100000574,England,5/19/2015,8518.46
100000575,England,5/19/2015,3115.49
100000576,England,5/19/2015,55006.43
100000577,England,5/19/2015,82248.75
100000578,England,5/19/2015,126150.99
200000579,Scotland,5/19/2015,44263.92
200000580,Scotland,5/19/2015,22436.69
200000581,Scotland,5/19/2015,14605.89
200000582,Scotland,5/19/2015,24087.99
200000583,Scotland,5/19/2015,46034.1
200000584,Scotland,5/19/2015,60464.54
200000585,Scotland,5/19/2015,54739.91
200000586,Scotland,5/19/2015,6498.08
200000587,Scotland,5/19/2015,43526.55
200000588,Scotland,5/19/2015,26094.73
200000589,Scotland,5/19/2015,64483.09
200000590,Scotland,5/19/2015,35898.96
200000591,Scotland,5/19/2015,52388.41
300000592,Wales,5/19/2015,98541.75
300000593,Wales,5/19/2015,33373.82
300000594,Wales,5/19/2015,40637.13
300000595,Wales,5/19/2015,61421.55
300000596,Wales,5/19/2015,56989.79
300000597,Wales,5/19/2015,60084.51
300000598,Wales,5/19/2015,51333.22
300000599,Wales,5/19/2015,1790.25
400000600,Northern Ireland,5/19/2015,33611.35
400000601,Northern Ireland,5/19/2015,30923.45
400000602,Northern Ireland,5/19/2015,63070.39
100000603,England,5/20/2015,41203.42
100000604,England,5/20/2015,21890.47
100000605,England,5/20/2015,74637.96
100000606,England,5/20/2015,4252.16
200000607,Scotland,5/20/2015,10273.77
200000608,Scotland,5/20/2015,9061.01
200000609,Scotland,5/20/2015,86041.55
200000610,Scotland,5/20/2015,96808.76
300000611,Wales,5/20/2015,26783.44
300000612,Wales,5/20/2015,16637.73
300000613,Wales,5/20/2015,34008.59
300000614,Wales,5/20/2015,27842.1
300000615,Wales,5/20/2015,24020.29
100000616,England,5/21/2015,22671.13
100000617,England,5/21/2015,4576.45
100000618,England,5/21/2015,16236.11
200000619,Scotland,5/21/2015,32144.44
200000620,Scotland,5/21/2015,54343.81
200000621,Scotland,5/21/2015,60857.23
200000622,Scotland,5/21/2015,68252.3
200000623,Scotland,5/21/2015,110688.19
300000624,Wales,5/21/2015,34324.69
400000625,Northern Ireland,5/21/2015,10472.49
100000626,England,5/22/2015,27754.62
100000627,England,5/22/2015,94471.86
100000628,England,5/22/2015,22387.4
200000629,Scotland,5/22/2015,8114.82
200000630,Scotland,5/22/2015,126331.75
200000631,Scotland,5/22/2015,50454.73
200000632,Scotland,5/22/2015,15909.96
300000633,Wales,5/22/2015,39588.61
300000634,Wales,5/22/2015,57622.79
300000635,Wales,5/22/2015,48381.35
300000636,Wales,5/22/2015,20276.08
300000637,Wales,5/22/2015,18379.01
400000638,Northern Ireland,5/22/2015,22906.99
400000639,Northern Ireland,5/22/2015,146569.77
100000640,England,5/23/2015,47824.63
100000641,England,5/23/2015,30788.33
100000642,England,5/23/2015,62631.04
100000643,England,5/23/2015,79617.5
200000644,Scotland,5/23/2015,9997.81
200000645,Scotland,5/23/2015,19366.89
200000646,Scotland,5/23/2015,70840.07
200000647,Scotland,5/23/2015,48457.18
200000648,Scotland,5/23/2015,49590.89
200000649,Scotland,5/23/2015,33269.35
300000650,Wales,5/23/2015,39944.64
300000651,Wales,5/23/2015,30255.26
300000652,Wales,5/23/2015,28272.45
400000653,Northern Ireland,5/23/2015,11638.39
400000654,Northern Ireland,5/23/2015,354.04
100000655,England,5/24/2015,18150.13
100000656,England,5/24/2015,52580.7
100000657,England,5/24/2015,26493.26
200000658,Scotland,5/24/2015,16824.6
200000659,Scotland,5/24/2015,16849.99
200000660,Scotland,5/24/2015,66329.8
200000661,Scotland,5/24/2015,25861.3
200000662,Scotland,5/24/2015,29501.46
200000663,Scotland,5/24/2015,58470.37
200000664,Scotland,5/24/2015,39702.17
200000665,Scotland,5/24/2015,19419.68
300000666,Wales,5/24/2015,38041.18
300000667,Wales,5/24/2015,83727.16
300000668,Wales,5/24/2015,42548.69
200000669,Scotland,5/25/2015,83902.83
200000670,Scotland,5/25/2015,65655.36
200000671,Scotland,5/25/2015,8367.59
200000672,Scotland,5/25/2015,24075.18
200000673,Scotland,5/25/2015,71478.63
200000674,Scotland,5/25/2015,32611.26
300000675,Wales,5/25/2015,11076.52
400000676,Northern Ireland,5/25/2015,30117.88
100000677,England,5/26/2015,24558.98
100000678,England,5/26/2015,926.29
100000679,England,5/26/2015,15392.76
100000680,England,5/26/2015,76093.12
200000681,Scotland,5/26/2015,17999.17
200000682,Scotland,5/26/2015,66522.71
200000683,Scotland,5/26/2015,13764.72
200000684,Scotland,5/26/2015,57918.09
300000685,Wales,5/26/2015,30630.24
300000686,Wales,5/26/2015,84898.38
300000687,Wales,5/26/2015,401.13
300000688,Wales,5/26/2015,35636.26
300000689,Wales,5/26/2015,31308.46
400000690,Northern Ireland,5/26/2015,96028.9
400000691,Northern Ireland,5/26/2015,38879.77
400000692,Northern Ireland,5/26/2015,121806.79
100000693,England,5/27/2015,10926.7
100000694,England,5/27/2015,20969.32
100000695,England,5/27/2015,79000.32
200000696,Scotland,5/27/2015,30742.33
200000697,Scotland,5/27/2015,74230.68
200000698,Scotland,5/27/2015,53086.19
200000699,Scotland,5/27/2015,49081.5
200000700,Scotland,5/27/2015,61365.17
200000701,Scotland,5/27/2015,17261.5
300000702,Wales,5/27/2015,56873.89
300000703,Wales,5/27/2015,24796.57
300000704,Wales,5/27/2015,22691.31
300000705,Wales,5/27/2015,20385.54
400000706,Northern Ireland,5/27/2015,34535.68
100000707,England,5/28/2015,74862.98
100000708,England,5/28/2015,76517.17
100000709,England,5/28/2015,18169.19
100000710,England,5/28/2015,52102.28
200000711,Scotland,5/28/2015,82160.5
200000712,Scotland,5/28/2015,87050.11
200000713,Scotland,5/28/2015,55163.34
200000714,Scotland,5/28/2015,15444.28
200000715,Scotland,5/28/2015,20747.04
200000716,Scotland,5/28/2015,44129.74
300000717,Wales,5/28/2015,16103.61
300000718,Wales,5/28/2015,37564.21
300000719,Wales,5/28/2015,88416.84
400000720,Northern Ireland,5/28/2015,988.73
400000721,Northern Ireland,5/28/2015,93525.03
100000722,England,5/29/2015,51542.67
100000723,England,5/29/2015,39923.4
100000724,England,5/29/2015,3786.28
200000725,Scotland,5/29/2015,25916.21
200000726,Scotland,5/29/2015,2362.16
